Date,Home Team,Away Team,Home Score,Away Score,Playoff Game?,Home Odds Open,Away Odds Open,Home Line Open,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,,
2009-11-01,TEN,JAX,30,13,,1.63,2.40,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,SD,OAK,24,16,,1.06,11.00,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,PHI,NYG,40,17,,2.30,1.67,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,NYJ,MIA,25,30,,1.54,2.65,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,IND,SF,18,14,,1.13,6.50,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,GB,MIN,26,38,,1.50,2.75,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,DET,STL,10,17,,1.59,2.50,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,DAL,SEA,38,17,,1.19,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,CHI,CLE,30,6,,1.17,5.50,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,BUF,HOU,10,31,,2.65,1.53,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,BAL,DEN,30,7,,1.43,2.85,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,ARI,CAR,21,34,,1.20,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-26,WAS,PHI,17,27,,4.25,1.24,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,TB,NE,7,35,,10.00,1.08,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,STL,IND,6,42,,9.00,1.09,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,PIT,MIN,27,17,,1.37,3.25,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,OAK,NYJ,0,38,,3.40,1.36,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,NYG,ARI,17,24,,1.29,3.90,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,MIA,NO,34,46,,3.20,1.35,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,KC,SD,7,37,,3.05,1.41,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,HOU,SF,24,21,,1.54,2.60,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,DAL,ATL,37,21,,1.43,2.95,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,CLE,GB,3,31,,4.25,1.24,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,CIN,CHI,45,10,,2.05,1.80,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,CAR,BUF,9,20,,1.31,3.60,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-19,SD,DEN,23,34,,1.57,2.55,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,WAS,KC,6,14,,1.37,3.30,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,TB,CAR,21,28,,2.50,1.59,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,SEA,ARI,3,27,,1.67,2.30,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,PIT,CLE,27,14,,1.09,9.00,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,OAK,PHI,13,9,,8.00,1.10,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,NYJ,BUF,13,16,,1.20,4.75,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,NO,NYG,48,27,,1.57,2.55,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,NE,TEN,59,0,,1.21,4.75,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,MIN,BAL,33,31,,1.69,2.25,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,JAX,STL,23,20,,1.20,4.50,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,GB,DET,26,0,,1.10,8.00,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,CIN,HOU,17,28,,1.50,2.70,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,ATL,CHI,21,14,,1.48,2.80,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-12,MIA,NYJ,31,27,,2.45,1.61,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,TEN,IND,9,31,,2.75,1.50,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,STL,MIN,10,38,,5.50,1.16,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,SEA,JAX,41,0,,1.80,2.05,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,SF,ATL,10,45,,1.87,1.95,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,PHI,TB,33,14,,1.08,10.00,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,NYG,OAK,44,7,,1.08,10.00,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,KC,DAL,20,26,,3.90,1.29,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,DET,PIT,20,28,,6.00,1.14,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,DEN,NE,20,17,,2.45,1.61,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,CAR,WAS,20,17,,1.38,3.20,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,BUF,CLE,3,6,,1.40,3.10,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,BAL,CIN,14,17,,1.22,4.50,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,ARI,HOU,28,21,,1.40,3.10,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-05,MIN,GB,30,23,,1.43,2.90,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,WAS,TB,16,13,,1.25,4.30,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,SF,STL,35,0,,1.21,4.50,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,PIT,SD,38,28,,1.42,3.00,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,NO,NYJ,24,10,,1.28,4.00,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,NE,BAL,27,21,,1.74,2.15,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,MIA,BUF,38,10,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,KC,NYG,16,27,,4.30,1.24,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,JAX,TEN,37,17,,2.60,1.56,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,IND,SEA,34,17,,1.18,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,HOU,OAK,29,6,,1.24,4.40,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,DEN,DAL,17,10,,2.20,1.71,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,CLE,CIN,20,23,,3.40,1.34,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,CHI,DET,48,24,,1.20,4.75,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-28,DAL,CAR,21,7,,1.25,4.30,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,TB,NYG,0,24,,3.30,1.37,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,STL,GB,17,36,,3.40,1.36,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,SEA,CHI,19,25,,2.35,1.65,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,SD,MIA,23,13,,1.38,3.20,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,PHI,KC,34,14,,1.30,3.70,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,OAK,DEN,3,23,,2.15,1.74,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,NYJ,TEN,24,17,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,NE,ATL,26,10,,1.42,3.00,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,MIN,SF,27,24,,1.36,3.40,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,HOU,JAX,24,31,,1.48,2.80,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,DET,WAS,19,14,,3.20,1.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,CIN,PIT,23,20,,2.60,1.56,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,BUF,NO,7,27,,3.25,1.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,BAL,CLE,34,3,,1.12,7.00,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,ARI,IND,10,31,,1.63,2.40,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-21,MIA,IND,23,27,,2.45,1.61,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,WAS,STL,9,7,,1.18,5.00,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,TEN,HOU,31,34,,1.32,3.50,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,SF,SEA,23,10,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,SD,BAL,26,31,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,PHI,NO,22,48,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,NYJ,NE,16,9,,2.55,1.57,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,KC,OAK,10,13,,1.74,2.15,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,JAX,ARI,17,31,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,GB,CIN,24,31,,1.26,4.10,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,DET,MIN,13,27,,5.00,1.20,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,DEN,CLE,27,6,,1.56,2.60,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,DAL,NYG,31,33,,1.69,2.25,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,CHI,PIT,17,14,,2.25,1.69,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,BUF,TB,33,20,,1.50,2.70,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,ATL,CAR,28,20,,1.40,3.00,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-14,OAK,SD,20,24,,5.50,1.17,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-14,NE,BUF,25,24,,1.10,7.75,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,TB,DAL,21,34,,3.15,1.38,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,SEA,STL,28,0,,1.27,4.00,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,NYG,WAS,23,17,,1.36,3.40,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,NO,DET,45,27,,1.10,8.50,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,IND,JAX,14,12,,1.34,3.40,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,HOU,NYJ,7,24,,1.45,2.85,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,GB,CHI,21,15,,1.42,3.00,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,CLE,MIN,20,34,,2.90,1.45,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,CIN,DEN,7,12,,1.42,2.95,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,CAR,PHI,10,38,,2.25,1.69,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,BAL,KC,38,24,,1.11,7.25,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,ATL,MIA,19,7,,1.47,2.80,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-13,ARI,SF,16,20,,1.43,2.90,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-10,PIT,TEN,13,10,,1.33,3.50,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-01,PIT,ARI,27,23,Y,1.44,2.90,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-18,PIT,BAL,23,14,Y,1.37,3.30,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-18,ARI,PHI,32,25,Y,2.50,1.59,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-11,PIT,SD,35,24,Y,1.38,3.25,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-11,NYG,PHI,11,23,Y,1.50,2.75,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-10,TEN,BAL,10,13,Y,1.65,2.35,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-10,CAR,ARI,13,33,Y,1.20,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-04,MIN,PHI,14,26,Y,2.55,1.57,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-04,MIA,BAL,9,27,Y,2.70,1.53,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-03,SD,IND,23,17,Y,2.10,1.77,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-03,ARI,ATL,30,24,Y,1.77,2.10,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,TB,OAK,24,31,,1.17,5.50,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,SF,WAS,27,24,,1.69,2.25,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,SD,DEN,52,21,,1.30,3.70,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,PIT,CLE,31,0,,1.15,6.00,-11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,PHI,DAL,44,6,,1.71,2.20,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,NYJ,MIA,17,24,,1.69,2.25,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,NO,CAR,31,33,,2.10,1.77,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,MIN,NYG,20,19,,1.32,3.50,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,IND,TEN,23,0,,2.25,1.69,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,HOU,CHI,31,24,,1.65,2.35,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,GB,DET,31,21,,1.15,5.50,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,CIN,KC,16,6,,1.80,2.05,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,BUF,NE,0,13,,3.00,1.42,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,BAL,JAX,27,7,,1.16,5.50,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,ATL,STL,31,27,,1.10,8.00,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-28,ARI,SEA,34,21,,1.32,3.60,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-22,CHI,GB,20,17,,1.49,2.75,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,WAS,PHI,10,3,,2.90,1.43,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,TEN,PIT,31,14,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,TB,SD,24,41,,1.57,2.55,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,STL,SF,16,17,,2.60,1.53,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,SEA,NYJ,13,3,,2.60,1.53,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,OAK,HOU,27,16,,3.75,1.31,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,NYG,CAR,34,28,,1.47,2.85,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,NE,ARI,47,7,,1.32,3.60,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,MIN,ATL,17,24,,1.59,2.50,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,KC,MIA,31,38,,2.60,1.53,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,DET,NO,7,42,,3.60,1.32,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,DEN,BUF,23,30,,1.36,3.35,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-21,CLE,CIN,0,14,,1.71,2.20,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-20,DAL,BAL,24,33,,1.41,3.05,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-18,JAX,IND,24,31,,3.20,1.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-15,PHI,CLE,30,10,,1.08,9.00,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,STL,SEA,20,23,,2.10,1.77,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,OAK,NE,26,49,,3.45,1.34,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,NYJ,BUF,31,27,,1.28,4.00,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,MIA,SF,14,9,,1.40,3.10,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,KC,SD,21,22,,3.10,1.40,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,JAX,GB,20,16,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,IND,DET,31,21,,1.06,13.00,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,HOU,TEN,13,12,,2.40,1.63,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,DAL,NYG,20,8,,1.65,2.35,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,CIN,WAS,20,13,,3.40,1.34,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,CAR,DEN,30,10,,1.29,3.80,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,BAL,PIT,9,13,,1.65,2.35,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,ATL,TB,13,10,,1.40,3.10,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-14,ARI,MIN,14,35,,1.48,2.80,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-11,CHI,NO,27,24,,1.67,2.30,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-08,CAR,TB,38,23,,1.56,2.60,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,TEN,CLE,28,9,,1.13,6.50,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,SEA,NE,21,24,,3.40,1.34,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,SF,NYJ,24,14,,2.85,1.47,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,PIT,DAL,20,13,,1.48,2.75,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,NYG,PHI,14,20,,1.37,3.30,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,NO,ATL,29,25,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,IND,CIN,35,3,,1.14,6.50,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,GB,HOU,21,24,,1.33,3.50,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,DET,MIN,16,20,,5.50,1.18,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,DEN,KC,24,17,,1.24,4.55,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,CHI,JAX,23,10,,1.34,3.45,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,BUF,MIA,3,16,,1.80,2.05,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,BAL,WAS,24,10,,1.33,3.50,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-07,ARI,STL,34,10,,1.12,7.25,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-04,SD,OAK,34,7,,1.22,4.75,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-01,HOU,JAX,30,17,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,WAS,NYG,7,23,,2.60,1.53,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,TB,NO,23,20,,1.50,2.75,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,STL,MIA,12,16,,3.75,1.31,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,SD,ATL,16,22,,1.34,3.40,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,OAK,KC,13,20,,1.57,2.55,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,NYJ,DEN,17,34,,1.29,3.80,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,NE,PIT,10,33,,1.77,2.10,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
